Sample ID,Family ID,Sex,Population,Superpopulation,Repository,Description,Affected,References,Link
NA07056,1340,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1340;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA07056"",""NA07056"")"
NA07348,1345,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1345;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 8;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 16;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 24;NA CUSTOM SERVICE PLATE 01;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];SNP500 PANEL;CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19,NA,GeT-RM PGx 28;1kg_phase3,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA07348"",""NA07348"")"
NA07357,1345,M,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1345;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA07357"",""NA07357"")"
NA10831,1408,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1408;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 9; CYP2C9;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 8;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 16;NA CUSTOM SERVICE PLATE 01;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 24;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;SNP500 PANEL,NA,GeT-RM PGx 28;1kg_phase3,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA10831"",""NA10831"")"
NA10847,1334,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1334;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA10847"",""NA10847"")"
NA10851,1344,M,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1344;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 16;HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 24;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01;CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA10851"",""NA10851"")"
NA10854,1349,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1349;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];HUMAN VARIATION PANEL - EUROPEAN CAUCASIAN PANEL OF 24;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA10854"",""NA10854"")"
NA11832,1350,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1350;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 9; CYP2C9;CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA11832"",""NA11832"")"
NA11839,1349,M,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1349;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 9; CYP2C9;CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA11839"",""NA11839"")"
NA11993,1362,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1362;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;SNP500 PANEL;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA11993"",""NA11993"")"
NA12003,1420,M,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1420;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12003"",""NA12003"")"
NA12006,1420,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1420;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12006"",""NA12006"")"
NA12145,1334,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1334;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12145"",""NA12145"")"
NA12156,1408,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1408;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12156"",""NA12156"")"
NA12717,1358,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1358;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12717"",""NA12717"")"
NA12813,1454,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1454;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 9; CYP2C9;CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;NA CUSTOM SERVICE PLATE 01;SNP500 PANEL;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE],NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12813"",""NA12813"")"
NA12873,1459,F,CEU,EUR,NIGMS,CEPH/UTAH PEDIGREE 1459;INTERNATIONAL HAPMAP PROJECT - CEPH (PLATE I) [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];CYTOCHROME P450- SUBFAMILY IIC- POLYPEPTIDE 19; CYP2C19;INTERNATIONAL HAPMAP PROJECT - CEPH [UTAH RESIDENTS WITH ANCESTRY FROM NORTHERN AND WESTERN EUROPE];NA CUSTOM SERVICE PLATE 01,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12873"",""NA12873"")"
HG00276,NA,F,FIN,EUR,NHGRI,1000 GENOMES PROJECT - FINNISH IN FINLAND;1000 GENOMES PROJECT - PANEL OF 100 FINNISH IN FINLAND,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=HG00276"",""HG00276"")"
NA20509,NA,M,TSI,EUR,NHGRI,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY);INTERNATIONAL HAPMAP PROJECT - PANEL OF 90 TOSCANI IN ITALIA (TUSCANS IN ITALY);1000 GENOMES PROJECT - PANEL OF 114 TOSCANI IN ITALIA,NA,GeT-RM PGx 28;1kg_phase3;1kg_GRCh38,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA20509"",""NA20509"")"
NA21781,NA,M,NA,NA,NIGMS,PERSONAL GENOME PROJECT;APPARENTLY HEALTHY NON-FETAL TISSUE,NA,GeT-RM PGx 28,"=HYPERLINK(""https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA21781"",""NA21781"")"
